LicNumber,LicName,LicPhone,LicFax,StoreAddress1,StoreAddress2,StoreAddress3,MailingAddress11,MailingAddress21,MailingAddress31,StoreCity,StorePC
77404200,FRIENDS 97 LIQUOR,(780) 477-7995,NOFAX,12455 97 STREET NW, , ,1408 JEFFREYS CRESCENT NW, , ,EDMONTON,T5G 1Z6
77405000,COLOR DE VINO,(780) 439-9069,NOFAX,9606 82 AVENUE NW, , ,9606 82 AVENUE NW, , ,EDMONTON,T6C 1A1
77406900,LOCAL LIQUOR STORE,(780) 242-6342,NOFAX,4234 66 STREET NW, , ,4234 66 STREET NW, , ,EDMONTON,T6K 4A2
77407600,BELLE RIVE LIQUOR STORE,(780) 457-1666,NOFAX,BELLE RIVE PLAZA,7-8312 160 AVENUE NW, ,BELLE RIVE PLAZA,7-8312 160 AVENUE NW, ,EDMONTON,T5Z 3P1
77416000,SUPERIOR COLD BEER  WINE  SPIRITS,(780) 721-9867,NOFAX,6611 99 STREET NW, , ,6607 99 STREET NW, , ,EDMONTON,T6E 3P7
77424700,AD LIQUOR MART,(587) 524-0280,NOFAX,11836 WAYNE GRETZKY DRIVE NORTHBOUND NW, , ,916 JORDAN CRESCENT NW, , ,EDMONTON,T5B 4L3
77432500,SANDY LANE LIQUOR STORE,(780) 944-1144,NOFAX,15610 95 AVENUE NW, , ,15610 95 AVENUE NW, , ,EDMONTON,T5P 0A4
77433000,ACE LIQUOR DISCOUNTER AT MANNING TOWN,(780) 457-4558,NOFAX,15728 37 STREET NW, , ,CENTRE,101-17220 STONY PLAIN ROAD, ,EDMONTON,T5Y 0S5
77442000,VALLEY LIQUOR HOUSE,(587) 336-7666,NOFAX,10824 102 AVENUE NW, , ,10824 102 AVENUE NW, , ,EDMONTON,T5J 0G3
77442900,BOSS LIQUOR,(780) 761-2677,NOFAX,1531 LAKEWOOD ROAD WEST, , ,1531 LAKEWOOD ROAD WEST, , ,EDMONTON,T6K 3S4
77452400,INGLEWOOD LIQUOR STORE,(780) 488-9959,NOFAX,12305 118 AVENUE NW, , ,12305 118 AVENUE NW, , ,EDMONTON,T5L 2K2
77453900,MILLWOODS TOWN LIQUOR,(780) 487-7348,NOFAX,906-6109 28 AVENUE NW, , ,906-6109 28 AVENUE NW, , ,EDMONTON,T6L 6N5
77465500,CHEERS AND BEERS,(780) 441-9495,(780) 705-8541,11836 103 STREET NW, , ,11836 103 STREET NW, , ,EDMONTON,T5G 2J2
77472500,CASTLE LIQUOR,(780) 478-7188,NOFAX,13704 CASTLE DOWN ROAD NW, , ,13704 CASTLE DOWN ROAD NW, , ,EDMONTON,T5B 4H2
77479100,WEST EDMONTON TRUCKLAND LIQUOR,(780) 445-8866,NOFAX,16810 118 AVENUE NW, , ,16810 118 AVENUE NW, , ,EDMONTON,T5V 1M8
77488400,WINE & BEYOND AT MACTAGGART RIDGE,(780) 432-2258,(780) 433-0197,5962 MULLEN WAY NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6R 0S9
77502300,SOBEYS LIQUOR (NEWCASTLE),(587) 473-1413,NOFAX,16831 127 STREET NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T6V 0T1
77532300,WINE GALLERY EDMONTON,(780) 757-6891,NOFAX,10930 119 STREET NW, , ,10930 119 STREET NW, , ,EDMONTON,T5H 3P5
77532800,LIQUOR HOUSE,(587) 473-3939,NOFAX,16510 59A STREET NW, , ,16510 59A STREET NW, , ,EDMONTON,T5Y 0J2
77541300,SOBEYS LIQUOR (COLISEUM),(587) 490-0364,NOFAX,8004 - 118 AVENUE, , ,1020 64 AVENUE NE, , ,EDMONTON,T5B 0R8
77551800,CHEERS AND BEERS,(780) 441-9495,NOFAX,11007 124 STREET NW, , ,11007 124 STREET NW, , ,EDMONTON,T5M 0J5
77559700,SOBEYS LIQUOR TAMARACK,(587) 463-5893,(587) 463-5824,2425 17 STREET NW, , ,1020 64 AVENUE NE, , ,EDMONTON,T6T 0Y2
77560500,JASPER WINE MARKET,(780) 756-9463,NOFAX,ALLARCO BUILDING,11452 JASPER AVENUE NW, ,1188 HOLLANDS WAY NW, , ,EDMONTON,T5K 0M1
77609500,DAHLAK LIQUOR STORE,(780) 265-2133,NOFAX,10724 107 AVENUE NW, , ,PO BOX 31044, , ,EDMONTON,T5H 0W8
77615000,LIQUOR ON WHITEMUD,(780) 818-2517,NOFAX,5149 55 AVENUE NW, , ,3946 101 STREET NW, , ,EDMONTON,T6E 0A5
77616500,RICKY'S LIQUOR,(780) 466-9577,NOFAX,6114 50 STREET NW, , ,6114 50 STREET NW, , ,EDMONTON,T6B 2N7
77649600,RED NIGHT LIQUOR STORE,(780) 465-2660,NOFAX,3448 99 STREET NW, , ,3448 99 STREET NW, , ,EDMONTON,T6E 5X5
77656900,LIQUOR HOUSE,(780) 484-5538,NOFAX,15255 111 AVENUE NW, , ,6707 18 AVENUE SW, , ,EDMONTON,T5M 2R1
77665100,CONNECT LIQUOR,(780) 288-7854,NOFAX,101-11266 82 STREET NW, , ,808 114 STREET NW, , ,EDMONTON,T5B 2V3
77672400,BON LIQUOR,(780) 761-3677,NOFAX,6250 99 STREET NW, , ,6250 99 STREET NW, , ,EDMONTON,T6E 6C7
77679200,MENISA LIQUOR,(780) 485-0548,NOFAX,1039 KNOTTWOOD ROAD EAST, , ,1039 KNOTTWOOD ROAD EAST, , ,EDMONTON,T6K 3N5
77697200,DOWNTOWN LIQUOR,(780) 249-7388,NOFAX,1C-10020 JASPER AVENUE NW, , ,5-10020 JASPER AVENUE NW, , ,EDMONTON,T5J 1R2
77716900,LIQUOR FORT,(780) 477-0081,NOFAX,12251 FORT ROAD NW, , ,12251 FORT ROAD NW, , ,EDMONTON,T5B 4H2
77723200,REAL CANADIAN LIQUORSTORE,(780) 438-8263,NOFAX,2746 JAMES MOWATT TRAIL SW, , ,3225 12 STREET NE, , ,EDMONTON,T6W 3R3
77725800,121 JASPER LIQUOR,(587) 708-5669,NOFAX,12110 JASPER AVENUE NW, , ,420-10333 112 STREET NW, , ,EDMONTON,T5N 3J8
77745200,HAPPY HOUR LIQUOR,(780) 454-4001,NOFAX,13-14220 YELLOWHEAD TRAIL NW, , ,14-23330 TOWNSHIP ROAD 522, , ,EDMONTON,T5L 3C2
77751700,LIQUOR TODAY,(780) 966-2274,NOFAX,16618 109 AVENUE NW, , ,16618 109 AVENUE NW, , ,EDMONTON,T5P 1C2
77758600,LIQUOR ON 34,(780) 994-7071,NOFAX,9222 34 AVENUE NW, , ,9222 34 AVENUE NW, , ,EDMONTON,T6E 5P2
77764600,LIQUOR HOUSE,(587) 520-5606,NOFAX,6508 170 AVENUE NW, , ,6508 170 AVENUE NW, , ,EDMONTON,T5Y 3X6
77772600,PRESTIGE LIQUOR,(780) 756-6342,(780) 756-6342,14211 23 AVENUE SW, , ,14211 23 AVENUE NW, , ,EDMONTON,T6R 3E7
77779300,ACE LIQUOR DISCOUNTER AT JAGARE RIDGE,(780) 702-7400,NOFAX,3005 HAYS RIDGE DRIVE SW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6W 0C3
77784900,BOSS LIQUOR,(780) 249-2677,NOFAX,10917 156 STREET NW, , ,8003 3 AVENUE SW, , ,EDMONTON,T5P 2S7
77787000,HILLS BOSS LIQUOR,(780) 757-2677,NOFAX,3751 8 AVENUE SW, , ,3751 8 AVENUE SW, , ,EDMONTON,T6X 2G6
77827400,ROYAL IMPERIAL LIQUOR STORE,(780) 994-7623,NOFAX,9647 107A AVENUE NW, , ,9647 107A AVENUE NW, , ,EDMONTON,T5H 0Z6
77892700,ECONO LIQUOR #6,(587) 686-0703,NOFAX,4313 167 AVENUE NW, , ,4313 167 AVENUE NW, , ,EDMONTON,T5Y 3Y2
77899700,LIQUOR HOUSE,(780) 760-6789,NOFAX,101-6104 104 STREET NW, , ,1188 HOLLANDS WAY NW, , ,EDMONTON,T6H 2K7
77899800,LIQUOR HOUSE,(587) 497-9577,NOFAX,8070 167 AVENUE NW, , ,8070 167 AVENUE NW, , ,EDMONTON,T5Z 0E5
77910400,LIQUOR DEPOT AT CALLINGWOOD SQUARE,(780) 944-8097,NOFAX,551-6611 177 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5T 4K3
77947800,VALUE LIQUOR HUB,(587) 524-1153,NOFAX,12068 JASPER AVENUE NW, , ,12068 JASPER AVENUE NW, , ,EDMONTON,T5K 0P3
77967000,ACE LIQUOR AT LONDONDERRY,(780) 406-7295,NOFAX,14010 66 STREET NW, , ,101-17220 STONY PLAIN ROAD NW, , ,EDMONTON,T5C 3E6
77969800,CHAPPELLE BOSS LIQUOR,(780) 885-9155,NOFAX,3158 141 STREET SW, , ,7823 16 AVENUE SW, , ,EDMONTON,T6W 1A7
77974300,OLYMPIA LIQUOR SKYVIEW,(780) 456-3383,(780) 456-6744,13538 137 AVENUE NW, , ,20-6624 CENTRE STREET SE, , ,EDMONTON,T5L 5E9
77974400,OLYMPIA LIQUOR EDMONTON WEST,(780) 444-6994,(587) 488-7829,18473 STONY PLAIN ROAD NW, , ,20-6624 CENTRE STREET SE, , ,EDMONTON,T5S 2X6
77976100,SHOP RITE LIQUOR,(780) 757-0108,NOFAX,11447 124 STREET NW, , ,11447 124 STREET NW, , ,EDMONTON,T5M 0K4
77986700,ACE LIQUOR DISCOUNTER AT FOREST HEIGHTS,-,NOFAX,7842 106 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6A 1H5
77986800,ACE LIQUOR DISCOUNTER AT HERITAGE,(780) 989-7601,NOFAX,VILLAGE,11035 23 AVENUE NW, ,VILLAGE,101-17220 STONY PLAIN ROAD NW, ,EDMONTON,T6J 6P9
77986900,ACE LIQUOR DISCOUNTER AT CLAREVIEW,(780) 989-7601,NOFAX,14005 VICTORIA TRAIL NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5Y 2B6
77989700,LIQUOR DEPOT AT OLIVER VILLAGE,(780) 989-7601,NOFAX,11354 104 AVENUE NW, , ,101 17220 STONY PLAIN ROAD, , ,EDMONTON,T5K 2W9
77994600,SPEERS' BEERS  WINE & LIQUOR,-,NOFAX,10816 170 STREET NW, , ,10816 170 STREET NW, , ,EDMONTON,T5S 2H7
77996500,ACE LIQUOR DISCOUNTER AT NORTHGATE,(780) 476-0407,NOFAX,13620 93 STREET NW, , ,101-17220 STONY PLAIN ROAD NW, , ,EDMONTON,T5E 4E3
77996600,ACE LIQUOR AT TERRA LOSA,(780) 444-2121,NOFAX,TERRA LOSA CENTRE,9500 170 STREET NW, ,101-17220 STONY PLAIN ROAD NW, , ,EDMONTON,T5T 5R6
77996700,ACE LIQUOR DISCOUNTER AT 23 AVENUE,(780) 468-5941,NOFAX,5638 23 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6L 6N2
77997200,ACE LIQUOR DISCOUNTER AT MILLWOODS,(780) 917-4180,NOFAX,1503 50 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6L 7C9
77997300,ACE LIQUOR DISCOUNTER AT CASTLEDOWNS,(780) 917-4180,NOFAX,156-15277 CASTLEDOWNS ROAD NW, , ,101-17220 STONY PLAIN ROAD NW, , ,EDMONTON,T5X 3N5
77997400,ACE LIQUOR DISCOUNTER AT OLDE TOWNE,(780) 917-4180,NOFAX,11708 34 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5W 1Z1
77997500,ACE LIQUOR DISCOUNTER AT JACKSON HEIGHTS,(780) 917-4180,NOFAX,4353 50 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6L 7E8
78001500,ACE LIQUOR DISCOUNTER AT THE MEADOWS,(780) 917-4180,NOFAX,2334 24 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6T 0G9
78001600,ACE LIQUOR DISCOUNTER AT JASPER GATES,(780) 486-1561,NOFAX,15039 STONY PLAIN ROAD NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5P 4W1
78001700,ACE LIQUOR DISCOUNTER AT BONNIE DOON,(780) 468-6963,NOFAX,8940 82 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6C 0Z3
78001800,ACE LIQUOR DISCOUNTER AT TAMARACK,(780) 462-1843,NOFAX,3755 17 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6T 1H9
78001900,ACE LIQUOR DISCOUNTER AT 50TH STREET,(587) 520-1066,NOFAX,MARKET,4857 167 AVENUE, ,MARKET,101-17220 STONY PLAIN ROAD NW, ,EDMONTON,T5Y 0S4
78006700,HIGHLANDER WINE  & SPIRITS,(587) 520-4193,NOFAX,104-17010 90 AVENUE NW, , ,104-17010 90 AVENUE NW, , ,EDMONTON,T5T 1L6
78008200,LIQUOR LINK,(778) 977-6666,NOFAX,13054 ST ALBERT TRAIL NW, , ,13054 ST ALBERT TRAIL NW, , ,EDMONTON,T5L 4Y6
78030300,ORCHARDS BOSS LIQUOR,(780) 885-9155,NOFAX,166-9080 25 AVENUE SW, , ,7823 16 AVENUE SW, , ,EDMONTON,T6X 0P4
78032500,HIGHLANDS LIQUOR,(587) 892-3858,NOFAX,11173 65 STREET NW, , ,11173 65 STREET NW, , ,EDMONTON,T5W 0N9
78033100,CO-OP LIQUOR AT CHAPPELLE,(587) 469-3168,NOFAX,14163 28 AVENUE SW, , ,14163 28 AVENUE SW, , ,EDMONTON,T6W 4H2
78040700,COLD ONES LIQUOR DISCOUNTER,(780) 244-9915,NOFAX,13443 FORT ROAD NW, , ,1564 KINROSS ROAD NW, , ,EDMONTON,T5A 1C6
78041900,ACE LIQUOR DISCOUNTER AT OXFORD,(780) 989-7601,NOFAX,15192 127 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6V 0C5
78048700,ACE LIQUOR DISCOUNTER AT MEADOWBROOK,(780) 917-4180,NOFAX,3927 34 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6T 1L5
78054300,YEG LIQUOR,(587) 708-5669,NOFAX,10555 KINGSWAY AVENUE NW, , ,420-10333 112 STREET NW, , ,EDMONTON,T5H 4K1
78062900,LIQUOR ISLAND,(587) 341-9051,NOFAX,20122 LESSARD ROAD NW, , ,20122 LESSARD ROAD NW, , ,EDMONTON,T6M 0T9
78063700,WILLOW PARK PAX EDMONTON,(780) 488-6657,NOFAX,16612 114 AVENUE NW, , ,10801 BONAVENTURE DRIVE SE, , ,EDMONTON,T5M 3R8
78071000,VINES OF RIVERBEND,(780) 434-9444,NOFAX,2331 RABBIT HILL ROAD NW, , ,101 17220 STONY PLAIN ROAD NW, , ,EDMONTON,T6R 3L6
78074100,EASY LIQUOR,(780) 835-8380,NOFAX,4938 98 AVENUE NW, , ,4938 98 AVENUE NW, , ,EDMONTON,T6B 2K7
78079300,PRIME LIQUOR,(780) 540-2186,NOFAX,2330 23 AVENUE NW, , ,16807 78 STREET, , ,EDMONTON,T6T 0R1
78084600,LIQUOR CITY,(780) 970-1155,NOFAX,12859 50 STREET NW, , ,10410 107 AVENUE NW, , ,EDMONTON,T5A 4L8
78090500,ACE LIQUOR DISCOUNTER AT WEST GRANVILLE,(780) 989-7601,NOFAX,7207 WINTERBURN ROAD NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T5S 1T7
78103600,LIQUOR 4 U,(587) 989-9934,NOFAX,619 CAMERON HEIGHTS DRIVE, , ,619 CAMERON HEIGHTS DRIVE, , ,EDMONTON,T6M 0L9
78112600,CLAREVIEW LIQUOR,(780) 760-0993,NOFAX,13756 50 STREET NW, , ,8 - 13750 50 STREET NW, , ,EDMONTON,T6T 1T7
78113000,GLASSY LIQUOR IN GRIESBACH,(780) 953-4817,NOFAX,6867 AD ASTRA BOULEVARD NW, , ,1326 HAINSTICK WAY SW, , ,EDMONTON,T5E 4G6
78117600,LIQUOR HOUSE,(780) 250-3939,NOFAX,16220 ELLERSLIE ROAD SW, , ,16220 ELLERSLIE ROAD SW, , ,EDMONTON,T6W 1A4
78117800,LIQUOR HOUSE,(587) 778-7720,NOFAX,11730 JASPER AVENUE NW, , ,11730 JASPER AVENUE NW, , ,EDMONTON,T5K 0N3
78134700,GLENORA FINE WINES & SPIRITS,(780) 447-2909,NOFAX,190-14101 WEST BLOCK DRIVE NW, , ,190-14101 WEST BLOCK DRIVE NW, , ,EDMONTON,T5N 1L5
78146700,ARENA LIQUOR,(780) 420-0266,NOFAX,394-10266 103 STREET NW, , ,394-10266 103 STREET NW, , ,EDMONTON,T5J 0Y8
78156800,LIQUOR HOUSE,(780) 371-3939,NOFAX,1460 MCCONACHIE BOULEVARD NW, , ,1460 MCCONACHIE BOULEVARD NW, , ,EDMONTON,T5Y 0K8
78160700,WHISKY DROP,(780) 421-0015,NOFAX,11752-149 STREET NW, , ,15307 76 AVENUE NW, , ,EDMONTON,T5M 4E4
78165700,LIQUOR ON 17,(780) 504-1717,NOFAX,1758 34 AVENUE NW, , ,1758 34 AVENUE NW, , ,EDMONTON,T6T 1B1
78172400,HI END LIQUOR,(780) 850-8100,NOFAX,5025 22 AVENUE SW, , ,6924 76 AVENUE NW, , ,EDMONTON,T6X 2N4
78173000,ARGYLL LIQUOR LINK,(780) 761-2620,NOFAX,6922 76 AVENUE NW, , ,6922 76 AVENUE NW, , ,EDMONTON,T6B 2R2
78173400,LIQUOR ISLAND,(587) 341-9051,NOFAX,9772 182 STREET NW, , ,9772 182 STREET NW, , ,EDMONTON,T5T 3T9
78179900,ACE LIQUOR DISCOUNTER AT HERITAGE LINKS,(780) 413-6107,NOFAX,2148 109 STREET NW, , ,101-17220 STONY PLAIN ROAD, , ,EDMONTON,T6J 7C1
78181300,COSTCO CANADA LIQUOR,(780) 577-1201,NOFAX,2640 91 STREET NW, , ,415 WEST HUNT CLUB ROAD, , ,EDMONTON,T6N 1N2
78182600,TRUMPETER BOSS LIQUOR,(780) 200-6955,NOFAX,101-2230 TRUMPETER WAY NW, , ,7848 7 AVENUE SW, , ,EDMONTON,T5S 0N5
78185600,TOPS LIQUOR,(780) 440-3171,NOFAX,7440 82 AVENUE NW, , ,1735 28 STREET NW, , ,EDMONTON,T6B 0G2
78185700,STAYNER LIQUOR,(780) 200-9837,NOFAX,13819 127 STREET NW, , ,13819 127 STREET NW, , ,EDMONTON,T6V 1A8
78192000,LIQUOR HUT EDMONTON,(587) 336-0002,NOFAX,20922 62 AVENUE NW, , ,20922 62 AVENUE NW, , ,EDMONTON,T5T 4L7
78192800,KINGSWAY LIQUOR & WINE,(403) 605-8435,NOFAX,170 3803 CALGARY TRAIL NW, , ,130 3770 WESTWINDS DRIVE NE, , ,EDMONTON,T6J 5M8
78194800,97 LIQUOR BAY,(780) 863-0787,NOFAX,15317 97 STREET NW, , ,1061 CONNELLY WAY SW, , ,EDMONTON,T5X 5V3
78200400,LIQUOR 118 LTD.,(780) 710-1821,NOFAX,8933 118 AVENUE NW, , ,2115 22 STREET NW, , ,EDMONTON,T5B 0T5
78201100,LIQUOR HOUSE,(780) 540-3939,NOFAX,15-9977 178 STREET NW, , ,15-9977 178 STREET NW, , ,EDMONTON,T5T 6J6
78204500,BROS LIQUOR DISCOUNT,(587) 982-1050,NOFAX,DELTON SHOPPING CENTRE,12902 82 STREET NW, ,4205 WESTCLIFF COURT, , ,EDMONTON,T5E 2T2
78211200,KINGSWAY LIQUOR & WINE,(587) 574-0051,NOFAX,11-10175 186 STREET NW, , ,130 3770 WESTWINDS DRIVE NE, , ,EDMONTON,T5G 0G5
78211700,EVOLUTION LIQUOR,(780) 990-6768,NOFAX,9216 51 AVENUE NW, , ,9216 51 AVENUE NW, , ,EDMONTON,T6E 5L8
78215100,127 ST LIQUOR,(780) 758-6995,NOFAX,12617 121 AVENUE NW, , ,203-11820 22 AVENUE SW, , ,EDMONTON,T5L 4T6
78228600,ABLO (LENDRUM),(780) 439-2256,NOFAX,5854 111 STREET NW, , ,5854 111 STREET NW, , ,EDMONTON,T6H 3G1
78228700,ABLO (MACEWAN),(780) 433-2258,NOFAX,950-860 119 STREET SW, , ,950-860 119 STREET SW, , ,EDMONTON,T6W 1W4
78232800,EVOLUTION LIQUOR,(780) 235-4799,NOFAX,15523 118 AVENUE, , ,PO BOX 11302 STATION MAIN, , ,EDMONTON,T5V 1C5
78236600,EDMONTON LIQUOR MERCHANT,(780) 431-2685,NOFAX,9855 63 AVENUE NW, , ,1103 117 STREET SW, , ,EDMONTON,T6E 0G7
78243400,LIQUOR ON TRAIL,(639) 318-7797,NOFAX,745 MISTATIM WAY NW, , ,3363 14 AVENUE NW, , ,EDMONTON,T6V 1H5
78250500,SHERBROOKE LIQUOR,(780) 235-4556,NOFAX,9271 50 STREET NW, , ,11819 ST ALBERT TRAIL NW, , ,EDMONTON,T6B 3B6
76875800,A FLIGHT OF WINES AND SPIRITS,(780) 890-7288,NOFAX,Gate 50/52 After security at ED Airport, , ,22-24528 STURGEON ROAD, , ,EDMONTON INTERNATIONAL AIRPORT,T9E 0V3
77910700,COSTCO LIQUOR,(613) 221-2229,NOFAX,2616 46 AVENUE E EDMONTON INTERNATIONAL, , ,415 WEST HUNT CLUB ROAD, , ,EDMONTON INTERNATIONAL AIRPORT,T9E 1K2
76517000,LIQUOR DEPOT AT DERRICK,(780) 723-3808,(780) 723-6303,4920 1 AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,EDSON,T7E 1A1
77345400,2 AM LIQUOR STORE,(780) 723-2008,(780) 723-2018,5208 4 AVENUE, , ,5208 4 AVENUE, , ,EDSON,T7E 1L4
77586500,SOBEYS LIQUOR (EDSON),(780) 723-5657,NOFAX,624 50 STREET, , ,1020 64 AVENUE NE, , ,EDSON,T7E 1B4
77635200,YOUR INDEPENDENT LIQUOR STORE,(780) 725-0011,NOFAX,215 45 STREET, , ,215 45 STREET, , ,EDSON,T7E 1B9
77996200,ACE LIQUOR DISCOUNTER AT EDSON WEST,(780) 983-9937,NOFAX,200-302 53 STREET, , ,101-17220 STONY PLAIN ROAD NW, , ,EDSON,T7E 1X8
77254700,K & N LIQUOR STORE,(780) 724-4770,NOFAX,4801 48 STREET, , ,PO BOX 208,4801 48 STREET, ,ELK POINT,T0A 1A0
77284500,SHOTZ LIQUOR & BEER STORE,(780) 724-4008,NOFAX,5017 50 STREET, , ,PO BOX 1243, , ,ELK POINT,T0A 1A0
77572300,CORNERSTONE CO-OP LIQUOR @ ELK POINT,(780) 645-3351,NOFAX,4806 49 AVENUE, , ,3-5017 42 STREET, , ,ELK POINT,T0A 1A0
77954300,TRIO LIQUOR MART,(780) 243-3429,NOFAX,21553 CHIEF LAPOTAC BOULEVARD, , ,6041 ROSENTHAL WAY NW, , ,ENOCH,T7X 3Y3
76932700,LIQUOR ON 16,(780) 727-2124,(780) 727-2567,5021 47 AVENUE, , ,PO BOX 500, , ,ENTWISTLE,T0E 0S0
78199900,HANSDOWN LIQUOR,(780) 727-2059,(780) 727-2086,4906 50 AVENUE, , ,PO BOX 665, , ,EVANSBURG,T0E 0T0
77055000,RAILSIDE LIQUOR STORE,(780) 835-2124,(780) 835-3403,11232 101 AVENUE, , ,PO BOX 2260,11232 101 AVENUE, ,FAIRVIEW,T0H 1L0
77327500,FAIRVIEW LIQUOR STORE,(780) 835-2555,NOFAX,11020 101 AVENUE, , ,11478 149 STREET NW, , ,FAIRVIEW,T0H 1L0
78093200,FAIRVIEW LIQUOR MART,(780) 999-8837,NOFAX,10215 110 STREET, , ,PO BOX 307, , ,FAIRVIEW,T0H 1L0
77174300,FALHER LIQUOR STORE,(780) 837-2511,(780) 837-2503,32 MAIN STREET SE, , ,PO BOX 577, , ,FALHER,T0H 1M0
76154800,FALLIS LIQUOR STORE,(780) 892-3150,NOFAX,5202 HIGHWAY 16, , ,PO BOX 278, , ,FALLIS,T0E 0V0
77153900,FALUN LIQUOR STORE,(780) 352-5231,NOFAX,RANGE ROAD 273 & HWY 13, , ,PO BOX 111, , ,FALUN,T0C 1H0
77367400,CO-OP WINE  SPIRITS AND BEER,(780) 352-6001,NOFAX,HIGHWAY 13, , ,PO BOX 91, , ,FALUN,T0C 1H0
77304300,CHEERS LIQUOR STORE,(403) 867-2223,NOFAX,106 MAIN STREET, , ,PO BOX 8, , ,FOREMOST,T0K 0X0
75829300,BATTLE RIVER LIQUOR STORE,(780) 582-3785,(780) 582-3785,5006 49 AVENUE, , ,PO BOX 368, , ,FORESTBURG,T0B 1N0
77381800,HEP LIQUOR STORE,(780) 697-3314,NOFAX,125 MCDERMONT AVENUE, , ,350-55 SALISBURY WAY,SUITE 250, ,FORT CHIPEWYAN,T0B 1B0
76880900,GREAT CANADIAN LIQUOR,(403) 553-4877,NOFAX,542 24 STREET, , ,11478 149 STREET NW, , ,FORT MACLEOD,T0L 0Z0
77089600,TOWN & COUNTRY LIQUOR STORE,(403) 553-0123,NOFAX,528 24 STREET, , ,PO BOX 369, , ,FORT MACLEOD,T0L 0Z0
77457300,TOP SHELF LIQUOR,(403) 553-4500,NOFAX,352 24 STREET, , ,BOX 970, , ,FORT MACLEOD,T0L 0Z0
77567200,MACLEOD LIQUOR STORE,(403) 553-2501,NOFAX,112 HIGHWAY 3 WEST, , ,PO BOX 1202, , ,FORT MACLEOD,T0L 0Z0
74872900,GREGOIRE LIQUOR STORE,(780) 790-1411,(780) 791-7762,2-226 GREGOIRE DRIVE, , ,2-226 GREGOIRE DRIVE, , ,FORT MCMURRAY,T9H 4K6
75388100,BEACON HILL LIQUOR STORE,(780) 790-1666,(780) 791-7762,BEACON HILL SHOPPING CENTRE,450-208 BEACON HILL DRIVE, ,2-226 GREGOIRE DRIVE, , ,FORT MCMURRAY,T9H 2R1
75653900,REAL CANADIAN LIQUOR STORE,(780) 790-3845,(780) 790-3847,9 HAINEAULT STREET, , ,9 HAINEAULT STREET, , ,FORT MCMURRAY,T9H 1R8
75692200,THICKWOOD WINE & SPIRITS,(780) 743-6119,(780) 743-4589,6-412 THICKWOOD BOULEVARD, , ,131 BERARD CRESCENT, , ,FORT MCMURRAY,T9K 1P1
75987300,GREGOIRE SPIRITS LIQUOR STORE,(780) 791-2653,(780) 791-2605,300 GREGOIRE DRIVE, , ,300 GREGOIRE DRIVE, , ,FORT MCMURRAY,T9H 4K6
76517700,ACE LIQUOR DISCOUNTER AT BUFFALO VILLAGE,(780) 790-6613,(780) 790-6076,100 REAL MARTIN DRIVE, , ,101-17220 STONY PLAIN ROAD, , ,FORT MCMURRAY,T9K 2S1
76581400,LIQUOR DEPOT AT RAGING BUFFALO,(780) 799-4210,(780) 799-4260,102C MILLENNIUM DRIVE, , ,101-17220 STONY PLAIN ROAD, , ,FORT MCMURRAY,T9K 1Y8
76600200,REAL CANADIAN LIQUOR STORE,(780) 788-1420,(780) 788-1424,259 POWDER DRIVE, , ,259 POWDER DRIVE, , ,FORT MCMURRAY,T9K 2W6
76639000,ACE LIQUOR DISCOUNTER AT FRANKLIN,(780) 791-0040,(780) 791-0038,NORTHERN LIGHTS CENTRE,9623 FRANKLIN AVENUE, ,101-17220 STONY PLAIN ROAD, , ,FORT MCMURRAY,T9H 3Z7
76639200,LIQUOR DEPOT AT THICKWOOD MALL,(780) 791-9463,(780) 791-9476,5-310 THICKWOOD BOULEVARD, , ,101-17220 STONY PLAIN ROAD, , ,FORT MCMURRAY,T9K 1Y1
76700200,SOBEYS LIQUOR (CLEARWATER),(780) 715-4070,(780) 715-4085,CLEARWATER LANDING SHOPPING CENTRE,205-19 REIDEL STREET, ,1020 64 AVENUE NE, , ,FORT MCMURRAY,T9H 5P8
